         10x5M-LH                 (10x5M-LH.dat)
         v2022-0915
         Simulation Date: 06/12/2024

         AIRFOIL AERO DATA GENERATED USING:  POLAR DIAGRAMS                

         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======

         DEFINITIONS: (Underwater)
         J=V/nD (advance ratio) 
         Ct=T/(rho * n**2 * D**4) (thrust coef.)
         Cp=P/(rho * n**3 * D**5) (power coef.)
         Pe=Ct*J/Cp (efficiency) 
         V  (model speed in MPH) 
         Vtip (tip speed, fps)  
         Reyn (at 75% of span) 
         FOM (Figure of Merit)


         PROP RPM =        100

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
        2.48      0.0690      0.1985      0.0978      0.0340      12.239     203.005     367.007    9126.800      22.935    1632.445      18.239      165.85     618098.    0.7179
        3.31      0.0920      0.2567      0.0956      0.0343      12.338     204.639     358.838    9200.267      23.120    1596.111      17.691      165.88     618631.    0.6885
        4.14      0.1150      0.3112      0.0933      0.0345      12.413     205.891     350.112    9256.564      23.261    1557.298      17.155      165.92     619201.    0.6595
        4.97      0.1380      0.3621      0.0908      0.0346      12.462     206.692     340.790    9292.568      23.352    1515.836      16.634      165.97     619807.    0.6309
        5.79      0.1610      0.4095      0.0881      0.0346      12.478     206.967     330.836    9304.904      23.383    1471.560      16.127      166.02     620451.    0.6026
        6.62      0.1840      0.4537      0.0853      0.0346      12.458     206.641     320.221    9290.247      23.346    1424.344      15.634      166.09     621134.    0.5748
        7.45      0.2070      0.4948      0.0823      0.0344      12.399     205.651     308.939    9245.736      23.234    1374.160      15.156      166.17     621857.    0.5473
        8.28      0.2300      0.5330      0.0791      0.0341      12.296     203.954     297.015    9169.447      23.043    1321.122      14.692      166.25     622620.    0.5202
        9.10      0.2530      0.5684      0.0758      0.0337      12.150     201.526     284.497    9060.311      22.768    1265.441      14.242      166.34     623424.    0.4935
        9.93      0.2760      0.6010      0.0723      0.0332      11.959     198.351     271.431    8917.551      22.410    1207.323      13.806      166.44     624269.    0.4673
       10.76      0.2990      0.6311      0.0687      0.0325      11.721     194.412     257.860    8740.462      21.965    1146.961      13.381      166.56     625156.    0.4415
       11.59      0.3220      0.6586      0.0650      0.0318      11.437     189.693     243.822    8528.299      21.431    1084.519      12.967      166.67     626086.    0.4160
       12.41      0.3450      0.6837      0.0611      0.0308      11.104     184.176     229.349    8280.256      20.808    1020.144      12.563      166.80     627058.    0.3909
       13.24      0.3679      0.7062      0.0571      0.0298      10.722     177.843     214.472    7995.560      20.093     953.971      12.166      166.94     628075.    0.3661
       14.07      0.3909      0.7263      0.0531      0.0286      10.290     170.677     199.219    7673.399      19.283     886.126      11.776      167.09     629135.    0.3415
       14.90      0.4139      0.7437      0.0489      0.0272       9.807     162.662     183.618    7313.052      18.377     816.733      11.388      167.24     630239.    0.3170
       15.72      0.4369      0.7583      0.0447      0.0257       9.272     153.783     167.697    6913.868      17.374     745.916      11.001      167.40     631388.    0.2927
       16.55      0.4599      0.7699      0.0404      0.0241       8.684     144.030     151.486    6475.359      16.272     673.809      10.611      167.57     632583.    0.2683
       17.38      0.4829      0.7780      0.0360      0.0223       8.042     133.395     135.018    5997.256      15.071     600.560      10.211      167.75     633823.    0.2438
       18.21      0.5059      0.7818      0.0315      0.0204       7.348     121.880     118.331    5479.524      13.770     526.334       9.795      167.94     635109.    0.2189
       19.03      0.5289      0.7801      0.0270      0.0183       6.601     109.490     101.467    4922.522      12.370     451.325       9.349      168.14     636440.    0.1935
       19.86      0.5519      0.7710      0.0225      0.0161       5.803      96.246      84.479    4327.071      10.874     375.764       8.855      168.35     637818.    0.1672
       20.69      0.5749      0.7508      0.0180      0.0138       4.954      82.177      67.428    3694.544       9.284     299.919       8.278      168.56     639242.    0.1397
       21.52      0.5979      0.7121      0.0134      0.0113       4.059      67.325      50.377    3026.839       7.606     224.077       7.549      168.78     640712.    0.1101
       22.34      0.6209      0.6377      0.0089      0.0087       3.119      51.736      33.384    2325.964       5.845     148.490       6.510      169.01     642225.    0.0773
       23.17      0.6439      0.4763      0.0044      0.0059       2.136      35.423      16.463    1592.571       4.002      73.228       4.689      169.25     643769.    0.0391
       24.00      0.6669



         PROP RPM =       3900

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -
        0.00      0.0000      0.0000      0.1035      0.0328      12.787     206.653     409.227    9535.318      23.348    1820.240      19.466      170.17     632931.    0.8090
        0.85      0.0230      0.0704      0.1017      0.0332      12.945     209.207     402.182    9653.141      23.636    1788.907      18.897      170.17     633375.    0.7786
        1.70      0.0460      0.1366      0.0998      0.0336      13.090     211.542     394.644    9760.866      23.900    1755.376      18.338      170.19     633852.    0.7485
        2.55      0.0690      0.1987      0.0978      0.0339      13.217     213.601     386.589    9855.883      24.132    1719.549      17.791      170.21     634364.    0.7187
        3.40      0.0920      0.2570      0.0956      0.0342      13.324     215.324     377.985    9935.405      24.327    1681.276      17.256      170.24     634911.    0.6893
        4.25      0.1150      0.3115      0.0933      0.0344      13.405     216.645     368.792    9996.367      24.476    1640.389      16.733      170.28     635496.    0.6602
        5.10      0.1380      0.3625      0.0908      0.0346      13.458     217.491     358.973   10035.392      24.572    1596.711      16.224      170.33     636118.    0.6316
        5.95      0.1610      0.4100      0.0881      0.0346      13.476     217.782     348.487   10048.810      24.605    1550.070      15.730      170.39     636779.    0.6033
        6.80      0.1840      0.4543      0.0853      0.0346      13.455     217.440     337.305   10033.034      24.566    1500.330      15.249      170.46     637481.    0.5754
        7.64      0.2070      0.4954      0.0823      0.0344      13.390     216.399     325.419    9984.983      24.449    1447.464      14.782      170.54     638222.    0.5479
        8.49      0.2300      0.5336      0.0791      0.0341      13.280     214.613     312.858    9902.564      24.247    1391.590      14.330      170.62     639006.    0.5207
        9.34      0.2530      0.5690      0.0758      0.0337      13.121     212.056     299.670    9784.609      23.958    1332.932      13.891      170.72     639830.    0.4941
       10.19      0.2760      0.6017      0.0723      0.0332      12.914     208.712     285.906    9630.304      23.580    1271.709      13.466      170.82     640698.    0.4678
       11.04      0.2990      0.6318      0.0687      0.0325      12.658     204.563     271.610    9438.856      23.111    1208.121      13.052      170.94     641609.    0.4419
       11.89      0.3220      0.6594      0.0650      0.0317      12.350     199.591     256.821    9209.471      22.550    1142.341      12.649      171.06     642563.    0.4165
       12.74      0.3450      0.6845      0.0611      0.0308      11.990     193.779     241.575    8941.280      21.893    1074.526      12.255      171.19     643561.    0.3913
       13.59      0.3680      0.7071      0.0571      0.0297      11.578     187.107     225.903    8633.436      21.139    1004.816      11.868      171.33     644604.    0.3665
       14.44      0.3910      0.7272      0.0531      0.0285      11.110     179.557     209.835    8285.059      20.286     933.345      11.488      171.48     645692.    0.3419
       15.29      0.4140      0.7447      0.0489      0.0272      10.588     171.112     193.400    7895.362      19.332     860.243      11.110      171.64     646826.    0.3174
       16.14      0.4370      0.7594      0.0447      0.0257      10.009     161.756     176.629    7463.681      18.275     785.644      10.734      171.81     648006.    0.2931
       16.99      0.4600      0.7711      0.0404      0.0241       9.373     151.478     159.552    6989.441      17.114     709.685      10.354      171.98     649232.    0.2687
